BvBmsy,FvFmsy,i_rights
2.5,0.121,ITQ
2.5,0.129,ITQ
2.5,0.089,ITQ
2.5,0.249,ITQ
2.5,0.307,ITQ
2.5,0.201,ITQ
2.5,0.298,ITQ
2.5,0.414,ITQ
2.5,0.41,ITQ
2.5,0.456,ITQ
2.5,0.501,ITQ
2.5,0.419,ITQ
2.5,0.448,ITQ
2.5,0.495,ITQ
2.5,0.518,ITQ
2.5,0.505,ITQ
2.5,0.453,ITQ
2.5,0.653,ITQ
2.5,0.525,ITQ
2.41,0.347,ITQ
2.07,0.473,ITQ
1.84,0.392,ITQ
1.72,0.305,ITQ
1.61,0.321,ITQ
1.57,0.331,ITQ
1.58,0.323,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
1.64,0.275,ITQ
2.5,0,ITQ
2.5,0.002,ITQ
2.5,0,ITQ
2.5,0.001,ITQ
2.5,0.001,ITQ
2.5,0.001,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.002,ITQ
2.5,0.002,ITQ
2.5,0.026,ITQ
2.5,0.235,ITQ
2.5,0.294,ITQ
2.5,0.179,ITQ
2.5,0.081,ITQ
2.5,0.122,ITQ
2.5,0.07,ITQ
2.5,0.12,ITQ
2.5,0.166,ITQ
2.5,0.298,ITQ
2.5,0.275,ITQ
2.5,0.149,ITQ
2.5,0.223,ITQ
2.4,0.22,ITQ
2.35,0.014,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.19,0.113,ITQ
2.12,0.742,ITQ
2,0.83,ITQ
1.85,0.992,ITQ
1.67,1.69,ITQ
1.52,1.26,ITQ
1.45,1.81,ITQ
1.4,1.32,ITQ
1.35,1.31,ITQ
1.32,0.894,ITQ
1.31,0.771,ITQ
1.29,0.89,ITQ
1.28,0.748,ITQ
1.29,0.361,ITQ
1.3,0.42,ITQ
1.29,0.547,ITQ
1.26,0.707,ITQ
1.23,0.544,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
1.18,0.772,ITQ
2.25,0.413,ITQ
2.21,0.613,ITQ
2.14,0.713,ITQ
2.05,0.85,ITQ
1.95,0.95,ITQ
1.85,1.28,ITQ
1.7,1.66,ITQ
1.5,1.84,ITQ
1.31,2.11,ITQ
1.12,1.96,ITQ
0.991,1.9,ITQ
0.909,1.64,ITQ
0.939,1.53,ITQ
1.26,1.23,ITQ
1.96,0.6,ITQ
2.5,0.5,ITQ
2.5,0.813,ITQ
2.5,1.15,ITQ
2.5,0.713,ITQ
2.5,0.488,ITQ
2.5,0.588,ITQ
2.5,0.538,ITQ
2.5,0.825,ITQ
2.5,1.73,ITQ
2.5,2.41,ITQ
2.5,1.95,ITQ
2.34,2.04,ITQ
2.13,1.79,ITQ
2.04,1.65,ITQ
2.11,2.24,ITQ
2.05,2.03,ITQ
1.98,2.25,ITQ
1.78,2.86,ITQ
1.43,3.01,ITQ
1.11,3.28,ITQ
0.868,2.55,ITQ
0.8,3.01,ITQ
0.721,2.84,ITQ
0.668,2.69,ITQ
0.642,3.31,ITQ
0.603,3.36,ITQ
0.558,2.38,ITQ
0.555,2.55,ITQ
0.522,2.36,ITQ
0.481,2.08,ITQ
0.442,1.43,ITQ
0.422,1,ITQ
0.409,0.938,ITQ
0.393,0.413,ITQ
0.395,0.425,ITQ
0.421,0.288,ITQ
0.481,0.225,ITQ
0.539,0.125,ITQ
0.588,0.012,ITQ
0.637,0.1,ITQ
0.682,0.125,ITQ
0.72,0.062,ITQ
0.76,0.062,ITQ
0.783,0.075,ITQ
0.783,0.075,ITQ
0.783,0.075,ITQ
0.783,0.075,ITQ
0.783,0.075,ITQ
1.75,0.364,ITQ
1.75,0.4,ITQ
1.75,0.309,ITQ
1.76,0.255,ITQ
1.78,0.382,ITQ
1.78,0.418,ITQ
1.78,0.527,ITQ
1.76,0.455,ITQ
1.76,0.455,ITQ
1.76,0.436,ITQ
1.75,0.473,ITQ
1.75,0.491,ITQ
1.74,0.4,ITQ
1.74,0.473,ITQ
1.74,0.436,ITQ
1.74,0.582,ITQ
1.72,0.636,ITQ
1.71,0.873,ITQ
1.67,0.909,ITQ
1.63,1.11,ITQ
1.57,0.873,ITQ
1.54,1,ITQ
1.51,1.45,ITQ
1.44,1.73,ITQ
1.36,1.96,ITQ
1.27,2.07,ITQ
1.19,2.31,ITQ
1.11,2.49,ITQ
1.03,2.85,ITQ
0.945,4.02,ITQ
0.816,3.96,ITQ
0.724,4.31,ITQ
0.643,7.36,ITQ
0.477,5.36,ITQ
0.435,7.56,ITQ
0.353,8.51,ITQ
0.289,9.73,ITQ
0.234,6.53,ITQ
0.249,5.84,ITQ
0.262,2.13,ITQ
0.318,1.38,ITQ
0.369,1.04,ITQ
0.415,1.25,ITQ
0.443,0.8,ITQ
0.463,1.24,ITQ
0.467,0.782,ITQ
0.474,0.909,ITQ
0.466,0.291,ITQ
0.468,0.127,ITQ
0.478,0.218,ITQ
0.487,0.145,ITQ
0.506,0.018,ITQ
0.533,0.018,ITQ
0.565,0.018,ITQ
0.596,0.018,ITQ
0.629,0,ITQ
0.659,0,ITQ
0.689,0,ITQ
0.712,0,ITQ
0.736,0,ITQ
0.762,0,ITQ
0.787,0.018,ITQ
0.809,0.018,ITQ
2.5,0.086,ITQ
2.5,0.111,ITQ
2.5,0.072,ITQ
2.5,0.07,ITQ
2.5,0.073,ITQ
2.5,0.067,ITQ
2.5,0.073,ITQ
2.5,0.075,ITQ
2.5,0.089,ITQ
2.5,0.044,ITQ
2.5,0.067,ITQ
2.5,0.054,ITQ
2.5,0.022,ITQ
2.5,0.034,ITQ
2.5,0.026,ITQ
2.5,0.034,ITQ
2.5,0.086,ITQ
2.5,0.119,ITQ
2.5,0.086,ITQ
2.5,0.135,ITQ
2.5,0.113,ITQ
2.5,0.166,ITQ
2.5,0.248,ITQ
2.5,0.135,ITQ
2.5,0.182,ITQ
2.5,0.26,ITQ
2.5,0.317,ITQ
2.5,0.287,ITQ
2.5,0.221,ITQ
2.5,0.164,ITQ
2.5,0.638,ITQ
2.5,0.117,ITQ
2.5,0.535,ITQ
2.5,0.292,ITQ
2.5,0.345,ITQ
2.5,0.364,ITQ
2.5,0.221,ITQ
2.5,0.375,ITQ
2.5,0.889,ITQ
2.47,0.993,ITQ
2.36,0.522,ITQ
2.36,0.5,ITQ
2.35,0.371,ITQ
2.36,0.528,ITQ
2.34,0.721,ITQ
2.27,0.569,ITQ
2.21,0.553,ITQ
2.15,0.685,ITQ
2.09,0.72,ITQ
2.05,0.265,ITQ
2.1,0.06,ITQ
2.17,0.059,ITQ
2.23,0.063,ITQ
2.27,0.009,ITQ
2.33,0.01,ITQ
2.41,0.009,ITQ
2.5,0.026,ITQ
2.5,0.004,ITQ
2.5,0.006,ITQ
2.5,0.004,ITQ
2.5,0.004,ITQ
2.5,0.004,ITQ
2.5,0.004,ITQ
1.62,1.2,ITQ
1.35,0.909,ITQ
1.27,0.895,ITQ
1.21,0.741,ITQ
1.21,0.955,ITQ
1.15,0.991,ITQ
1.07,0.818,ITQ
1.06,1.04,ITQ
0.992,0.918,ITQ
0.975,1,ITQ
0.949,1.04,ITQ
0.921,1.31,ITQ
0.833,1.21,ITQ
0.772,1.27,ITQ
0.709,1.1,ITQ
0.711,1.15,ITQ
0.733,1.05,ITQ
0.764,1.06,ITQ
0.76,0.959,ITQ
0.766,0.845,ITQ
0.798,1.07,ITQ
0.84,1.01,ITQ
0.943,1.11,ITQ
0.978,0.959,ITQ
1.01,1.2,ITQ
0.949,1.34,ITQ
0.86,1.23,ITQ
0.799,1.06,ITQ
0.759,1.4,ITQ
0.65,1.67,ITQ
0.524,1.44,ITQ
0.488,1.29,ITQ
0.505,1.56,ITQ
0.493,1.81,ITQ
0.446,1.5,ITQ
0.442,1.35,ITQ
0.452,1.39,ITQ
0.449,1.8,ITQ
0.395,1.79,ITQ
0.385,1.86,ITQ
0.39,1.73,ITQ
0.38,1.98,ITQ
0.315,1.76,ITQ
0.288,1.64,ITQ
0.298,1.41,ITQ
0.35,1.44,ITQ
0.399,1.59,ITQ
0.403,1.68,ITQ
0.377,1.44,ITQ
0.395,1.28,ITQ
0.441,1.36,ITQ
0.473,1.23,ITQ
0.504,1.11,ITQ
0.586,0.886,ITQ
0.739,1.04,ITQ
0.84,1.35,ITQ
0.819,1.08,ITQ
0.81,1.21,ITQ
0.752,1.15,ITQ
0.71,1.2,ITQ
0.665,0.345,ITQ
0.813,0.386,ITQ
0.813,0.386,ITQ
1.4,0.513,ITQ
1.44,0.501,ITQ
1.55,0.563,ITQ
1.57,0.499,ITQ
1.54,0.5,ITQ
1.61,0.546,ITQ
1.53,0.483,ITQ
1.6,0.497,ITQ
1.49,0.506,ITQ
1.48,0.548,ITQ
1.58,0.583,ITQ
1.49,0.587,ITQ
1.43,0.701,ITQ
1.31,0.728,ITQ
1.17,0.816,ITQ
1.12,0.821,ITQ
1.12,0.938,ITQ
1.1,1.03,ITQ
1.12,1.09,ITQ
1.17,1.2,ITQ
1.15,1.35,ITQ
1.13,1.52,ITQ
1.03,1.45,ITQ
0.915,1.42,ITQ
0.874,1.43,ITQ
0.822,1.54,ITQ
0.818,1.55,ITQ
0.835,1.58,ITQ
0.867,1.64,ITQ
0.852,1.65,ITQ
0.732,1.62,ITQ
0.644,1.47,ITQ
0.615,1.36,ITQ
0.536,1.32,ITQ
0.508,1.23,ITQ
0.496,1.35,ITQ
0.521,1.32,ITQ
0.449,1.43,ITQ
0.414,1.36,ITQ
0.515,0.845,ITQ
0.515,0.845,ITQ
0.515,0.845,ITQ
0.515,0.845,ITQ
0.841,0.936,ITQ
0.827,0.92,ITQ
0.948,0.884,ITQ
0.851,0.99,ITQ
0.733,0.762,ITQ
0.847,0.872,ITQ
0.762,0.872,ITQ
0.72,0.841,ITQ
0.764,0.821,ITQ
0.873,0.837,ITQ
1.07,0.972,ITQ
0.971,1.05,ITQ
0.861,1.06,ITQ
0.799,1.3,ITQ
0.798,1.15,ITQ
0.789,1.17,ITQ
0.779,1.12,ITQ
0.796,1.24,ITQ
0.766,1.1,ITQ
0.875,1.04,ITQ
0.841,1.11,ITQ
1.01,1.15,ITQ
1.01,1.03,ITQ
0.704,1.42,ITQ
0.821,1.25,ITQ
0.747,1.35,ITQ
0.669,1.46,ITQ
0.698,1.44,ITQ
0.823,1.24,ITQ
1.04,0.989,ITQ
1.11,0.92,ITQ
1.24,0.825,ITQ
1.34,0.786,ITQ
1.22,0.931,ITQ
1.23,0.911,ITQ
1.1,1.03,ITQ
1,1.13,ITQ
0.791,1.4,ITQ
0.531,1.58,ITQ
0.468,1.59,ITQ
0.468,1.59,ITQ
0.468,1.59,ITQ
0.468,1.59,ITQ
0.146,2.53,ITQ
0.148,2.32,ITQ
0.148,2.54,ITQ
0.145,2.38,ITQ
0.143,2.19,ITQ
0.14,2.15,ITQ
0.136,2.69,ITQ
0.132,2.5,ITQ
0.128,2.72,ITQ
0.123,2.48,ITQ
0.129,2.32,ITQ
0.145,2.22,ITQ
0.155,2.41,ITQ
0.161,2.49,ITQ
0.164,2.44,ITQ
0.165,2.59,ITQ
0.17,2.63,ITQ
0.183,2.33,ITQ
0.197,2.49,ITQ
0.21,2.34,ITQ
0.222,1.92,ITQ
0.234,1.47,ITQ
0.246,1.25,ITQ
0.258,1.18,ITQ
0.272,1.13,ITQ
0.282,1.16,ITQ
0.282,1.16,ITQ
0.282,1.16,ITQ
0.282,1.16,ITQ
0.118,2.45,ITQ
0.114,2.63,ITQ
0.108,2.36,ITQ
0.101,2.32,ITQ
0.095,2.49,ITQ
0.088,2.24,ITQ
0.082,2.06,ITQ
0.076,2.06,ITQ
0.071,2.12,ITQ
0.066,1.97,ITQ
0.07,1.72,ITQ
0.09,1.43,ITQ
0.106,1.27,ITQ
0.119,1.35,ITQ
0.129,1.43,ITQ
0.139,1.41,ITQ
0.148,1.45,ITQ
0.158,1.41,ITQ
0.166,1.44,ITQ
0.174,1.39,ITQ
0.189,1.34,ITQ
0.222,1.59,ITQ
0.244,1.68,ITQ
0.259,1.83,ITQ
0.272,2.03,ITQ
0.284,2.26,ITQ
0.284,2.26,ITQ
0.284,2.26,ITQ
0.284,2.26,ITQ
0.265,0.616,ITQ
0.276,0.552,ITQ
0.284,0.567,ITQ
0.286,0.556,ITQ
0.288,0.395,ITQ
0.294,0.389,ITQ
0.304,0.426,ITQ
0.32,0.444,ITQ
0.339,0.505,ITQ
0.363,0.469,ITQ
0.437,0.418,ITQ
0.605,0.425,ITQ
0.799,0.481,ITQ
0.97,0.518,ITQ
1.1,0.56,ITQ
1.2,0.509,ITQ
1.29,0.57,ITQ
1.4,0.622,ITQ
1.51,0.642,ITQ
1.6,0.622,ITQ
1.68,0.505,ITQ
1.73,0.781,ITQ
1.71,0.743,ITQ
1.63,0.959,ITQ
1.53,0.808,ITQ
1.44,0.782,ITQ
1.44,0.782,ITQ
1.44,0.782,ITQ
1.44,0.782,ITQ
0.626,1.18,ITQ
0.616,1.36,ITQ
0.598,1.1,ITQ
0.584,0.968,ITQ
0.578,0.796,ITQ
0.589,0.819,ITQ
0.606,0.931,ITQ
0.623,0.787,ITQ
0.644,0.792,ITQ
0.669,0.713,ITQ
0.703,0.843,ITQ
0.741,0.926,ITQ
0.782,0.917,ITQ
0.827,0.574,ITQ
0.88,0.458,ITQ
0.941,0.449,ITQ
1.01,0.458,ITQ
1.08,0.394,ITQ
1.15,0.5,ITQ
1.22,0.403,ITQ
1.29,0.361,ITQ
1.35,0.454,ITQ
1.4,0.5,ITQ
1.4,0.5,ITQ
1.4,0.5,ITQ
1.4,0.5,ITQ
1.4,0.5,ITQ
0.47,0.9,ITQ
0.46,1.1,ITQ
0.441,1.2,ITQ
0.412,1.2,ITQ
0.38,1.1,ITQ
0.35,1.2,ITQ
0.316,1.5,ITQ
0.275,1.7,ITQ
0.237,1.9,ITQ
0.201,2.4,ITQ
0.165,2.2,ITQ
0.146,2.6,ITQ
0.136,3.1,ITQ
0.141,2.4,ITQ
0.18,1.9,ITQ
0.234,1.9,ITQ
0.261,2.3,ITQ
0.255,2.5,ITQ
0.243,2.2,ITQ
0.25,3,ITQ
0.245,3.7,ITQ
0.241,2,ITQ
0.28,3.1,ITQ
0.274,3,ITQ
0.266,2.4,ITQ
0.27,2.5,ITQ
0.274,2.5,ITQ
0.259,2.4,ITQ
0.238,2.8,ITQ
0.222,2.3,ITQ
0.247,3,ITQ
0.235,2.9,ITQ
0.222,3.7,ITQ
0.213,2.6,ITQ
0.264,2.7,ITQ
0.29,3.7,ITQ
0.284,2.8,ITQ
0.346,3.3,ITQ
0.349,3.8,ITQ
0.31,3.6,ITQ
0.317,3.2,ITQ
0.349,4,ITQ
0.337,9.1,ITQ
0.164,4.5,ITQ
0.148,4.4,ITQ
0.143,5.9,ITQ
0.142,2.2,ITQ
0.243,1.3,ITQ
0.4,0.7,ITQ
0.558,0.7,ITQ
0.856,0.818,ITQ
0.821,0.864,ITQ
0.8,0.727,ITQ
0.805,1.05,ITQ
0.804,0.955,ITQ
0.846,1.09,ITQ
0.898,1.05,ITQ
0.929,1.23,ITQ
0.931,1,ITQ
0.959,0.955,ITQ
0.949,0.773,ITQ
0.961,0.727,ITQ
0.985,0.636,ITQ
1.05,0.818,ITQ
1.08,0.864,ITQ
1.06,0.864,ITQ
1.12,0.818,ITQ
1.18,0.727,ITQ
1.24,0.818,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
1.27,0.727,ITQ
0.983,1.9,ITQ
0.86,1.83,ITQ
0.757,1.95,ITQ
0.664,2.01,ITQ
0.569,1.96,ITQ
0.492,1.45,ITQ
0.491,2.11,ITQ
0.467,3.52,ITQ
0.369,5.03,ITQ
0.269,3.35,ITQ
0.27,4.1,ITQ
0.266,3.55,ITQ
0.264,2.95,ITQ
0.27,3.22,ITQ
0.237,1.7,ITQ
0.256,1.16,ITQ
0.315,1.53,ITQ
0.347,2.78,ITQ
0.353,1.88,ITQ
0.414,1.76,ITQ
0.499,2.15,ITQ
0.523,2.03,ITQ
0.51,1.96,ITQ
0.496,1.3,ITQ
0.502,1.06,ITQ
0.514,1.14,ITQ
0.541,1.55,ITQ
0.569,1.68,ITQ
0.662,1.51,ITQ
0.762,1.01,ITQ
0.834,1.14,ITQ
0.848,1.42,ITQ
0.814,1.55,ITQ
0.814,1.55,ITQ
0.814,1.55,ITQ
0.814,1.55,ITQ
0.814,1.55,ITQ
2.5,0.007,ITQ
2.5,0.002,ITQ
2.5,0.001,ITQ
2.5,0.002,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.004,ITQ
2.5,0.001,ITQ
2.5,0.004,ITQ
2.5,0.005,ITQ
2.5,0.016,ITQ
2.5,0.028,ITQ
2.5,0.042,ITQ
2.5,0.028,ITQ
2.5,0.042,ITQ
2.5,0.033,ITQ
2.5,0.298,ITQ
2.5,0.38,ITQ
2.37,0.309,ITQ
2.28,0.416,ITQ
2.17,0.404,ITQ
2.07,0.505,ITQ
1.97,0.859,ITQ
1.79,1.67,ITQ
1.47,0.972,ITQ
1.36,0.825,ITQ
1.29,0.523,ITQ
1.29,0.518,ITQ
1.3,0.69,ITQ
1.28,0.951,ITQ
1.25,1.19,ITQ
1.19,0.557,ITQ
1.25,0.849,ITQ
1.25,0.747,ITQ
1.3,0.904,ITQ
1.34,1.12,ITQ
1.34,1.14,ITQ
1.33,1.27,ITQ
1.3,0.97,ITQ
1.3,1.13,ITQ
1.25,1.48,ITQ
1.14,0.86,ITQ
1.11,0.904,ITQ
1.06,1.03,ITQ
0.992,1.3,ITQ
0.992,1.3,ITQ
0.992,1.3,ITQ
0.992,1.3,ITQ
2.5,0.14,ITQ
2.5,0.12,ITQ
2.5,0.1,ITQ
2.5,0.1,ITQ
2.5,0.15,ITQ
2.5,0.29,ITQ
2.5,0.93,ITQ
2.5,1.64,ITQ
2.5,1.54,ITQ
2.5,1.42,ITQ
2.5,1.21,ITQ
2.34,0.92,ITQ
2.16,0.81,ITQ
2.04,1.18,ITQ
1.84,0.57,ITQ
1.8,0.69,ITQ
1.75,0.61,ITQ
1.72,0.84,ITQ
1.66,0.64,ITQ
1.65,0.89,ITQ
1.6,0.71,ITQ
1.59,0.45,ITQ
1.62,0.6,ITQ
1.63,0.56,ITQ
1.64,0.78,ITQ
1.62,0.88,ITQ
1.59,0.64,ITQ
1.61,0.64,ITQ
1.63,0.89,ITQ
1.61,0.76,ITQ
1.61,0.65,ITQ
1.63,0.62,ITQ
1.66,0.71,ITQ
1.66,0.68,ITQ
1.67,0.68,ITQ
1.67,0.68,ITQ
1.67,0.68,ITQ
1.67,0.68,ITQ
2.5,0.08,ITQ
2.5,0.088,ITQ
2.5,0.101,ITQ
2.5,0.062,ITQ
2.5,0.072,ITQ
2.5,0.069,ITQ
2.5,0.07,ITQ
2.5,0.065,ITQ
2.5,0.068,ITQ
2.5,0.065,ITQ
2.5,0.085,ITQ
2.5,0.07,ITQ
2.5,0.078,ITQ
2.5,0.09,ITQ
2.5,0.085,ITQ
2.5,0.08,ITQ
2.5,0.076,ITQ
2.5,0.059,ITQ
2.5,0.069,ITQ
2.5,0.102,ITQ
2.5,0.113,ITQ
2.5,0.104,ITQ
2.5,0.145,ITQ
2.5,0.14,ITQ
2.5,0.129,ITQ
2.5,0.143,ITQ
2.5,0.154,ITQ
2.5,0.146,ITQ
2.5,0.164,ITQ
2.5,0.208,ITQ
2.5,0.17,ITQ
2.5,0.21,ITQ
2.5,0.276,ITQ
2.5,0.273,ITQ
2.5,0.275,ITQ
2.5,0.302,ITQ
2.5,0.26,ITQ
2.5,0.283,ITQ
2.5,0.286,ITQ
2.5,0.31,ITQ
2.5,0.264,ITQ
2.5,0.309,ITQ
2.5,0.276,ITQ
2.5,0.248,ITQ
2.5,0.16,ITQ
2.5,0.175,ITQ
2.5,0.188,ITQ
2.5,0.154,ITQ
2.5,0.118,ITQ
2.5,0.13,ITQ
2.5,0.122,ITQ
2.5,0.095,ITQ
2.5,0.085,ITQ
2.5,0.094,ITQ
2.5,0.079,ITQ
2.5,0.08,ITQ
2.5,0.069,ITQ
2.5,0.107,ITQ
2.5,0.13,ITQ
2.5,0.138,ITQ
2.5,0.124,ITQ
2.5,0.124,ITQ
2.5,0.124,ITQ
2.5,0.229,ITQ
2.5,0.314,ITQ
2.5,0.214,ITQ
2.5,0.214,ITQ
2.5,0.214,ITQ
2.5,0.3,ITQ
2.5,0.286,ITQ
2.5,0.329,ITQ
2.5,0.414,ITQ
2.5,0.343,ITQ
2.5,0.286,ITQ
2.5,0.214,ITQ
2.5,0.229,ITQ
2.5,0.271,ITQ
2.5,0.2,ITQ
2.5,0.257,ITQ
2.5,0.257,ITQ
2.5,0.314,ITQ
2.5,0.343,ITQ
2.5,0.286,ITQ
2.5,0.371,ITQ
2.5,0.329,ITQ
2.5,0.429,ITQ
2.5,0.6,ITQ
2.5,0.643,ITQ
2.5,0.714,ITQ
2.5,0.857,ITQ
2.5,0.814,ITQ
2.45,0.614,ITQ
2.4,1.07,ITQ
2.27,1.09,ITQ
2.16,2.34,ITQ
1.87,1.57,ITQ
1.72,1.4,ITQ
1.63,1.07,ITQ
1.58,1.8,ITQ
1.46,1.43,ITQ
1.4,1.21,ITQ
1.36,2.69,ITQ
1.19,3.23,ITQ
1.01,2.76,ITQ
0.896,3.93,ITQ
0.742,3.24,ITQ
0.661,3.09,ITQ
0.605,2.96,ITQ
0.565,3.6,ITQ
0.511,4.41,ITQ
0.444,2.37,ITQ
0.449,1.14,ITQ
0.487,1.3,ITQ
0.519,0.9,ITQ
0.562,0.457,ITQ
0.619,0.114,ITQ
0.689,0.014,ITQ
0.761,0.014,ITQ
0.843,0,ITQ
0.918,0,ITQ
0.993,0.014,ITQ
1.07,0.014,ITQ
1.14,0.014,ITQ
1.22,0,ITQ
1.22,0,ITQ
1.22,0,ITQ
2.5,0.083,ITQ
2.5,0.117,ITQ
2.5,0.1,ITQ
2.5,0.083,ITQ
2.5,0.15,ITQ
2.5,0.2,ITQ
2.5,0.233,ITQ
2.5,0.167,ITQ
2.5,0.133,ITQ
2.5,0.117,ITQ
2.5,0.117,ITQ
2.5,0.133,ITQ
2.5,0.133,ITQ
2.5,0.15,ITQ
2.5,0.167,ITQ
2.5,0.233,ITQ
2.5,0.283,ITQ
2.5,0.383,ITQ
2.5,0.433,ITQ
2.5,0.817,ITQ
2.5,0.683,ITQ
2.5,0.817,ITQ
2.5,1.18,ITQ
2.5,1.45,ITQ
2.5,1.7,ITQ
2.5,1.73,ITQ
2.34,1.97,ITQ
2.14,2.32,ITQ
1.92,2.35,ITQ
1.73,2.93,ITQ
1.51,1.87,ITQ
1.42,1.68,ITQ
1.36,3.67,ITQ
1.16,2.82,ITQ
1.05,3.32,ITQ
0.939,4.27,ITQ
0.806,2.92,ITQ
0.75,0.983,ITQ
0.778,0.817,ITQ
0.811,1.35,ITQ
0.828,1.32,ITQ
0.844,1.12,ITQ
0.867,0.933,ITQ
0.894,0.85,ITQ
0.928,1.12,ITQ
0.939,1.78,ITQ
0.922,0.95,ITQ
0.944,0.483,ITQ
0.989,0.833,ITQ
1.01,0.517,ITQ
1.05,0.267,ITQ
1.1,0.2,ITQ
1.16,0.15,ITQ
1.22,0,ITQ
1.28,0.183,ITQ
1.33,0.317,ITQ
1.38,0.083,ITQ
1.44,0.15,ITQ
1.49,0.117,ITQ
1.54,0.15,ITQ
1.59,0.117,ITQ
1.59,0.117,ITQ
1.59,0.117,ITQ
2.5,0.006,ITQ
2.5,0.007,ITQ
2.5,0.008,ITQ
2.5,0.009,ITQ
2.5,0.011,ITQ
2.5,0.013,ITQ
2.5,0.015,ITQ
2.5,0.014,ITQ
2.5,0.016,ITQ
2.5,0.014,ITQ
2.5,0.015,ITQ
2.5,0.02,ITQ
2.5,0.015,ITQ
2.5,0.021,ITQ
2.5,0.032,ITQ
2.5,0.044,ITQ
2.5,0.247,ITQ
2.5,1.14,ITQ
2.5,0.245,ITQ
2.5,0.034,ITQ
2.5,0.017,ITQ
2.5,0.015,ITQ
2.5,0.034,ITQ
2.5,0.228,ITQ
2.5,0.078,ITQ
2.46,0.209,ITQ
2.4,0.204,ITQ
2.5,0.03,ITQ
2.5,0.021,ITQ
2.5,0.043,ITQ
2.5,0.052,ITQ
2.5,0.03,ITQ
2.5,0.033,ITQ
2.5,0.026,ITQ
2.5,0.035,ITQ
2.5,0.018,ITQ
2.5,0.015,ITQ
2.5,0.014,ITQ
2.5,0.011,ITQ
2.5,0.014,ITQ
2.5,0.017,ITQ
2.5,0.013,ITQ
2.5,0.007,ITQ
2.5,0.008,ITQ
2.5,0.006,ITQ
2.5,0.01,ITQ
2.5,0.013,ITQ
2.5,0.011,ITQ
2.5,0.009,ITQ
2.5,0.005,ITQ
2.32,0.003,ITQ
2.07,0.003,ITQ
1.88,0.002,ITQ
1.85,0,ITQ
1.82,0.001,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.77,0,ITQ
1.55,0.259,ITQ
1.62,0.239,ITQ
1.7,0.567,ITQ
1.6,0.692,ITQ
1.42,0.616,ITQ
1.28,0.884,ITQ
1.11,1.51,ITQ
0.852,1.51,ITQ
0.691,1.31,ITQ
0.63,1.39,ITQ
0.584,1.23,ITQ
0.577,1.13,ITQ
0.588,0.772,ITQ
0.65,0.413,ITQ
0.762,0.207,ITQ
0.899,0.739,ITQ
0.911,0.24,ITQ
1.01,0.067,ITQ
2.27,0.089,ITQ
2.5,0.145,ITQ
2.5,0.112,ITQ
2.5,0.285,ITQ
2.5,0.069,ITQ
2.5,0.081,ITQ
2.5,0.059,ITQ
2.5,0.05,ITQ
2.07,0.03,ITQ
1.82,0.037,ITQ
2.09,0.037,ITQ
2.31,0.02,ITQ
2.26,0.024,ITQ
2.07,0.016,ITQ
1.8,0.044,ITQ
1.49,0.039,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.24,0.118,ITQ
1.91,0.318,ITQ
1.97,0.281,ITQ
1.8,0.661,ITQ
1.6,0.757,ITQ
1.43,0.641,ITQ
1.36,0.946,ITQ
1.26,1.55,ITQ
1.09,1.5,ITQ
0.985,1.4,ITQ
0.87,1.87,ITQ
0.676,1.85,ITQ
0.982,1.17,ITQ
1.63,0.596,ITQ
1.42,0.628,ITQ
2.5,0.283,ITQ
2.5,0.25,ITQ
2.5,0.215,ITQ
2.5,0.161,ITQ
2.5,0.174,ITQ
2.24,0.217,ITQ
1.79,0.177,ITQ
1.47,0.17,ITQ
1.19,0.186,ITQ
0.984,0.151,ITQ
0.743,0.126,ITQ
0.722,0.101,ITQ
0.979,0.108,ITQ
1.1,0.151,ITQ
1.7,0.128,ITQ
1.88,0.091,ITQ
2,0.058,ITQ
1.74,0.103,ITQ
1.45,0.082,ITQ
1.66,0.078,ITQ
1.55,0.075,ITQ
1.55,0.075,ITQ
