"","Country","assess_id_short","Year","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"2326","Multinational","Lumped-Red codling",2012,"Red codling",46467.529,7745,0.73,1.554,"FAO","Pseudophycis bachus","Species",32,3870259.645,6830.601,1075.873,0.107,159211.829,45828199.75,0.188,NA,NA,NA,NA
"2327","Multinational","Lumped-Common mora",2012,"Common mora",27379.769,893,1.093,2.089,"FAO","Mora moro","Species",32,880044.994,390.975,1409.394,0.016,62611.206,32409144.31,0.188,NA,NA,NA,NA
"2328","Multinational","Lumped-Thorntooth grenadier",2012,"Thorntooth grenadier",30157.192,2180,0.739,1.751,"FAO","Lepidorhynchus denticulatus","Species",32,870997.246,1684.382,883.469,0.041,101976.869,32096146.57,0.188,NA,NA,NA,NA
"2329","Multinational","Lumped-Patagonian grenadier",2012,"Patagonian grenadier",147008.801,16273,0.498,2.758,"FAO","Macruronus magellanicus","Species",32,984394.908,11844.136,883.469,0.04,737658.062,234149641.2,0.188,NA,NA,NA,NA
"2330","Multinational","Lumped-Argentine hake",2012,"Argentine hake",1046812.043,60084,0.367,1.644,"FAO","Merluccius hubbsi","Species",32,-4788820.151,99573.112,966.805,0.035,7128606.354,2581926701,0.188,NA,NA,NA,NA
"2331","Multinational","Lumped-Southern blue whiting",2012,"Southern blue whiting",306177.581,1609,0.371,0.151,"FAO","Micromesistius australis","Species",32,345373.211,28791.078,450.353,0.035,2064448.263,348467889.7,0.188,NA,NA,NA,NA
"2332","Multinational","Lumped-Tadpole codling",2012,"Tadpole codling",83444.382,8553,0.741,2.505,"FAO","Salilota australis","Species",32,3603834.784,4606.171,1075.873,0.041,281440.635,108169141,0.188,NA,NA,NA,NA
"2333","Multinational","Lumped-Brazilian codling",2012,"Brazilian codling",171007.08,6726,1.169,2.59,"FAO","Urophycis brasiliensis","Species",32,6080173.084,2221.344,1481.001,0.015,365705.128,260484929.2,0.188,NA,NA,NA,NA
"2334","Multinational","Lumped-Blue antimora",2012,"Blue antimora",311.274,18,1.306,4.397,"FAO","Antimora rostrata","Species",32,11447.576,3.135,1075.873,0.013,596.021,321999.453,0.188,NA,NA,NA,NA
"2335","Multinational","Lumped-Ridge scaled rattail",2012,"Ridge scaled rattail",20023.772,2027,0.489,2.454,"FAO","Macrourus carinatus","Species",32,150474.926,1688.225,883.469,0.041,102315.48,32212729.28,0.188,NA,NA,NA,NA
"2336","Multinational","Lumped-Southern hake",2012,"Southern hake",90753.884,3143,0.897,2.602,"FAO","Merluccius australis","Species",32,2904760.257,1346.075,1879.608,0.013,252850.278,237799312.9,0.188,NA,NA,NA,NA
"2337","Multinational","Lumped-Chilean grenadier",2012,"Chilean grenadier",2235.951,136,1.388,1.481,"FAO","Coelorinchus chilensis","Species",32,86799.266,66.176,883.469,0.041,4028.643,1270073.935,0.188,NA,NA,NA,NA
"2338","Multinational","Lumped-Southern blue whiting",2012,"Southern blue whiting",360107.033,16675,1.067,1.162,"FAO","Micromesistius australis","Species",32,7295237.813,13446.717,589.963,0.04,843702.459,138012424.9,0.188,NA,NA,NA,NA
"2339","Multinational","Lumped-Tadpole codling",2012,"Tadpole codling",17516.189,768,0.493,1.177,"FAO","Salilota australis","Species",32,223938.395,1323.441,1075.873,0.037,88801.549,35102486.34,0.188,NA,NA,NA,NA
"2340","Multinational","Lumped-Alaska pollock(=Walleye poll.)",2012,"Alaska pollock(=Walleye poll.)",3209877.593,9574,0.276,0.245,"FAO","Theragra chalcogramma","Species",32,1199866.415,141475.543,668.048,0.012,29042280.33,9969754095,0.188,NA,NA,NA,NA
"2341","Multinational","Lumped-North Pacific hake",2012,"North Pacific hake",1031728.306,46913,0.57,1.255,"FAO","Merluccius productus","Species",32,18002759.82,65639.427,1076.487,0.036,4529102.366,1806410931,0.188,NA,NA,NA,NA
"2342","Multinational","Lumped-Pacific cod",2012,"Pacific cod",136511.91,6144,0.162,3.289,"FAO","Gadus macrocephalus","Species",32,-25767049.94,11564.145,2066.84,0.014,2112720.202,2166750752,0.188,NA,NA,NA,NA
"2343","Multinational","Lumped-Alaska pollock(=Walleye poll.)",2012,"Alaska pollock(=Walleye poll.)",7045625.092,101026,0.169,1.135,"FAO","Theragra chalcogramma","Species",32,-74484767.19,526782.931,668.048,0.013,104210431.6,35378871396,0.188,NA,NA,NA,NA
"2344","Multinational","Lumped-Pacific cod",2012,"Pacific cod",1712520.718,140900,0.444,6.704,"FAO","Gadus macrocephalus","Species",32,-106598567,47384.468,2066.84,0.012,9653107.352,10228805290,0.188,NA,NA,NA,NA
"2345","Multinational","Lumped-Saffron cod",2012,"Saffron cod",464385.765,31489,0.857,1.675,"FAO","Eleginus gracilis","Species",32,35959746.89,21946.225,2140.774,0.04,1355350.954,1039852559,0.188,NA,NA,NA,NA
"2346","Multinational","Lumped-Cape hakes",2012,"Cape hakes",2612886.569,155292,0.442,1.737,"FAO","Merluccius capensis, M.paradoxus","Species",32,16675169.84,202268.279,1255.055,0.034,14783361.4,6994089143,0.188,NA,NA,NA,NA
"2347","Multinational","Lumped-Shallow",2012,"Shallow-water Cape hake",11662.186,2150,0.663,4.44,"FAO","Merluccius capensis","Species",32,517792.122,730.736,1255.055,0.042,44003.936,19643336.2,0.188,NA,NA,NA,NA
"2348","Multinational","Lumped-Senegalese hake",2012,"Senegalese hake",156705.489,4664,0.363,0.867,"FAO","Merluccius senegalensis","Species",32,485929.409,14818.737,1076.487,0.034,1078899.099,437302468.3,0.188,NA,NA,NA,NA
"2349","Multinational","Lumped-European hake",2012,"European hake",96092.956,5474,0.603,1.455,"FAO","Merluccius merluccius","Species",32,2293824.937,6239.013,1149.592,0.039,398465.622,165828239.9,0.188,NA,NA,NA,NA
"2350","Multinational","Lumped-Pouting(=Bib)",2012,"Pouting(=Bib)",13436.962,634,0.533,1.225,"FAO","Trisopterus luscus","Species",32,216639.976,970.761,1075.873,0.039,63005.522,24658178.57,0.188,NA,NA,NA,NA
"2351","Multinational","Lumped-Benguela hake",2012,"Benguela hake",19235.095,2574,1.335,1.264,"FAO","Merluccius polli","Species",32,2008619.778,1525.782,1076.487,0.106,36021.508,10414367.49,0.188,NA,NA,NA,NA
"2352","Multinational","Lumped-European hake",2012,"European hake",438068.431,20663,0.809,1.177,"FAO","Merluccius merluccius","Species",32,13192287.95,21719.83,1149.592,0.04,1354612.834,559742081.7,0.188,NA,NA,NA,NA
"2353","Multinational","Lumped-Poor cod",2012,"Poor cod",9442.117,954,0.87,0.914,"FAO","Trisopterus minutus","Species",32,1259831.844,1200.616,2140.774,0.111,27142.848,15404342.32,0.188,NA,NA,NA,NA
"2354","Multinational","Lumped-Blue whiting(=Poutassou)",2012,"Blue whiting(=Poutassou)",142460.16,3058,0.621,0.548,"FAO","Micromesistius poutassou","Species",32,438474.252,8997.058,265.721,0.039,573794.952,55172281.35,0.188,NA,NA,NA,NA
"2355","Multinational","Lumped-Greater forkbeard",2012,"Greater forkbeard",7478.597,400,0.793,1.346,"FAO","Phycis blennoides","Species",32,227379.636,374.822,1076.487,0.04,23577.257,9146270.177,0.188,NA,NA,NA,NA
"2356","Multinational","Lumped-Pouting(=Bib)",2012,"Pouting(=Bib)",5763.512,162,0.483,0.875,"FAO","Trisopterus luscus","Species",32,55512.91,383.38,1075.873,0.032,29851.07,12338482.1,0.188,NA,NA,NA,NA
"2357","Multinational","Lumped-Forkbeard",2012,"Forkbeard",8541,405,1.405,1.163,"FAO","Phycis phycis","Species",32,324832.997,247.713,1076.487,0.041,15194.46,5850005.098,0.188,NA,NA,NA,NA
"2358","Multinational","Lumped-Whitson's grenadier",2012,"Whitson's grenadier",353.476,17,0.564,1.169,"FAO","Macrourus whitsoni","Species",32,5465.691,25.783,883.469,0.041,1566.769,493670.559,0.188,NA,NA,NA,NA
"2359","Multinational","Lumped-Blue antimora",2012,"Blue antimora",45.817,5,0.905,8.097,"FAO","Antimora rostrata","Species",32,1566.174,0.683,1075.873,0.013,126.635,67913.99,0.188,NA,NA,NA,NA
"2360","Multinational","Lumped-Blue antimora",2012,"Blue antimora",664.268,55,0.866,6.085,"FAO","Antimora rostrata","Species",32,18939.868,10.443,1075.873,0.014,1918.661,1026026.29,0.188,NA,NA,NA,NA
"2361","Multinational","Lumped-North Pacific hake",2012,"North Pacific hake",58204.364,2596,1.875,0.971,"FAO","Merluccius productus","Species",32,3150682.164,1426.403,1410.198,0.046,77616.329,29078941.63,0.188,NA,NA,NA,NA
"2362","Multinational","Lumped-Unicorn cod",2012,"Unicorn cod",16068.564,2829,0.982,4.177,"FAO","Bregmaceros mcclellandi","Species",32,2813337.56,689.915,2140.774,0.042,40919.453,31015772.11,0.188,NA,NA,NA,NA
"2363","Multinational","Lumped-Unicorn cod",2012,"Unicorn cod",19017.566,1114,0.362,1.842,"FAO","Bregmaceros mcclellandi","Species",32,-326106.882,1672.076,2140.774,0.032,131437.074,108409881.6,0.188,NA,NA,NA,NA
"2364","Norway","10001-FAO",2012,"Righteye flounders nei",94.332,10,0.302,2.665,"FAO","Pleuronectidae","Neis",31,-7515.738,12.411,2418.449,0.04,34067.649,586298.818,0.188,NA,NA,NA,NA
"2365","Norway","10012-FAO",2012,"Scallops nei",24.356,4,0.349,3.982,"FAO","Pectinidae","Neis",55,567.406,2.876,1719.547,0.041,102922.763,66067.997,0.188,NA,NA,NA,NA
"2366","Philippines","10594-FAO",2012,"Scallops nei",243.559,40,0.349,3.982,"FAO","Pectinidae","Neis",55,5674.062,28.76,1719.547,0.041,102922.763,660679.974,0.188,NA,NA,NA,NA
"2367","Russian Federation","12349-FAO",2012,"Scallops nei",5279.146,867,0.349,3.982,"FAO","Pectinidae","Neis",55,122985.303,623.37,1719.547,0.041,102922.763,14320238.43,0.188,NA,NA,NA,NA
"2368","Spain","14149-FAO",2012,"Scallops nei",1254.33,206,0.349,3.982,"FAO","Pectinidae","Neis",55,29221.421,148.113,1719.547,0.041,102922.763,3402501.864,0.188,NA,NA,NA,NA
"2369","Thailand","15058-FAO",2012,"Scallops nei",66.979,11,0.349,3.982,"FAO","Pectinidae","Neis",55,1560.367,7.909,1719.547,0.041,102922.763,181686.993,0.188,NA,NA,NA,NA
"2370","Thailand","15059-FAO",2012,"Scallops nei",1625.758,267,0.349,3.982,"FAO","Pectinidae","Neis",55,37874.367,191.972,1719.547,0.041,102922.763,4410038.824,0.188,NA,NA,NA,NA
"2371","Chile","1876-FAO",2012,"Scallops nei",4438.867,729,0.349,3.982,"FAO","Pectinidae","Neis",55,103409.787,524.149,1719.547,0.041,102922.763,12040892.52,0.188,NA,NA,NA,NA
"2372","France","4125-FAO",2012,"Scallops nei",2551.283,419,0.349,3.982,"FAO","Pectinidae","Neis",55,59435.804,301.26,1719.547,0.041,102922.763,6920622.723,0.188,NA,NA,NA,NA
"2373","Indonesia","5730-FAO",2012,"Scallops nei",7775.628,1277,0.349,3.982,"FAO","Pectinidae","Neis",55,181144.442,918.159,1719.547,0.041,102922.763,21092208.16,0.188,NA,NA,NA,NA
"2374","Australia","618-FAO",2012,"Scallops nei",4438.867,729,0.349,3.982,"FAO","Pectinidae","Neis",55,103409.787,524.149,1719.547,0.041,102922.763,12040892.52,0.188,NA,NA,NA,NA
"2375","Australia","620-FAO",2012,"Scallops nei",9833.703,1615,0.349,3.982,"FAO","Pectinidae","Neis",55,229090.269,1161.18,1719.547,0.041,102922.763,26674953.93,0.188,NA,NA,NA,NA
"2376","Italy","6383-FAO",2012,"Scallops nei",3762.99,618,0.349,3.982,"FAO","Pectinidae","Neis",55,87664.264,444.34,1719.547,0.041,102922.763,10207505.59,0.188,NA,NA,NA,NA
"2377","Norway","10039-FAO",2012,"Wolffishes(=Catfishes) nei",1351.66,12,0.669,0.679,"FAO","Anarhichas spp","Neis",34,7806.225,26.432,1523.126,0.013,38603.119,4866227.852,0.188,NA,NA,NA,NA
"2378","Portugal","11653-FAO",2012,"Wolffishes(=Catfishes) nei",901.107,8,0.669,0.679,"FAO","Anarhichas spp","Neis",34,5204.15,17.621,1523.126,0.013,38603.119,3244151.901,0.188,NA,NA,NA,NA
"2379","Portugal","11654-FAO",2012,"Wolffishes(=Catfishes) nei",788.469,7,0.669,0.679,"FAO","Anarhichas spp","Neis",34,4553.631,15.419,1523.126,0.013,38603.119,2838632.914,0.188,NA,NA,NA,NA
"2380","Russian Federation","12467-FAO",2012,"Wolffishes(=Catfishes) nei",2590.683,23,0.669,0.679,"FAO","Anarhichas spp","Neis",34,14961.931,50.661,1523.126,0.013,38603.119,9326936.717,0.188,NA,NA,NA,NA
"2381","Spain","14353-FAO",2012,"Wolffishes(=Catfishes) nei",225.277,2,0.669,0.679,"FAO","Anarhichas spp","Neis",34,1301.037,4.405,1523.126,0.013,38603.119,811037.975,0.188,NA,NA,NA,NA
"2382","Spain","14354-FAO",2012,"Wolffishes(=Catfishes) nei",23090.866,205,0.669,0.679,"FAO","Anarhichas spp","Neis",34,133356.343,451.548,1523.126,0.013,38603.119,83131392.48,0.188,NA,NA,NA,NA
"2383","St. Pierre and Miquelon","14450-FAO",2012,"Wolffishes(=Catfishes) nei",112.638,1,0.669,0.679,"FAO","Anarhichas spp","Neis",34,650.519,2.203,1523.126,0.013,38603.119,405518.988,0.188,NA,NA,NA,NA
"2384","United Kingdom","16669-FAO",2012,"Wolffishes(=Catfishes) nei",29398.615,261,0.669,0.679,"FAO","Anarhichas spp","Neis",34,169785.393,574.897,1523.126,0.013,38603.119,105840455.8,0.188,NA,NA,NA,NA
"2385","United Kingdom","16670-FAO",2012,"Wolffishes(=Catfishes) nei",450.553,4,0.669,0.679,"FAO","Anarhichas spp","Neis",34,2602.075,8.811,1523.126,0.013,38603.119,1622075.951,0.188,NA,NA,NA,NA
"2386","Canada","1688-FAO",2012,"Wolffishes(=Catfishes) nei",1464.299,13,0.669,0.679,"FAO","Anarhichas spp","Neis",34,8456.744,28.635,1523.126,0.013,38603.119,5271746.84,0.188,NA,NA,NA,NA
"2387","Faroe Islands","3683-FAO",2012,"Wolffishes(=Catfishes) nei",28384.87,252,0.669,0.679,"FAO","Anarhichas spp","Neis",34,163930.724,555.073,1523.126,0.013,38603.119,102190784.9,0.188,NA,NA,NA,NA
"2388","Germany","4776-FAO",2012,"Wolffishes(=Catfishes) nei",5406.642,48,0.669,0.679,"FAO","Anarhichas spp","Neis",34,31224.9,105.728,1523.126,0.013,38603.119,19464911.41,0.188,NA,NA,NA,NA
"2389","Germany","4777-FAO",2012,"Wolffishes(=Catfishes) nei",112.638,1,0.669,0.679,"FAO","Anarhichas spp","Neis",34,650.519,2.203,1523.126,0.013,38603.119,405518.988,0.188,NA,NA,NA,NA
"2390","Greenland","5059-FAO",2012,"Wolffishes(=Catfishes) nei",101712.45,903,0.669,0.679,"FAO","Anarhichas spp","Neis",34,587418.428,1989.013,1523.126,0.013,38603.119,366183645.9,0.188,NA,NA,NA,NA
"2391","Ireland","6056-FAO",2012,"Wolffishes(=Catfishes) nei",788.469,7,0.669,0.679,"FAO","Anarhichas spp","Neis",34,4553.631,15.419,1523.126,0.013,38603.119,2838632.914,0.188,NA,NA,NA,NA
"2392","Netherlands","9462-FAO",2012,"Wolffishes(=Catfishes) nei",450.553,4,0.669,0.679,"FAO","Anarhichas spp","Neis",34,2602.075,8.811,1523.126,0.013,38603.119,1622075.951,0.188,NA,NA,NA,NA
"2393","Oman","10043-FAO",2012,"Abalones nei",316.562,54,0.686,1.06,"FAO","Haliotis spp","Neis",52,227376.346,74.252,11637.75,0.161,2443.523,3996646.624,0.188,NA,NA,NA,NA
"2394","Philippines","10509-FAO",2012,"Abalones nei",2098.687,358,0.686,1.06,"FAO","Haliotis spp","Neis",52,1507420.962,492.267,11637.75,0.161,2443.523,26496286.88,0.188,NA,NA,NA,NA
"2395","Republic of Korea","7144-FAO",2012,"Abalones nei",1014.17,173,0.686,1.06,"FAO","Haliotis spp","Neis",52,728446.443,237.883,11637.75,0.161,2443.523,12804071.59,0.188,NA,NA,NA,NA
"2396","Mexico","8800-FAO",2012,"Abalones nei",2649.739,452,0.686,1.06,"FAO","Haliotis spp","Neis",52,1903224.231,621.521,11637.75,0.161,2443.523,33453412.48,0.188,NA,NA,NA,NA
"2397","Oman","10044-FAO",2012,"Anchovies, etc. nei",38212.119,3590,0.6,1.442,"FAO","Engraulidae","Neis",35,747729.237,4147.137,1041.672,0.065,471095.617,64741330.44,0.188,NA,NA,NA,NA
"2398","Pakistan","10196-FAO",2012,"Anchovies, etc. nei",66472.056,6245,0.6,1.442,"FAO","Engraulidae","Neis",35,1300715.623,7214.17,1041.672,0.065,471095.617,112621060.9,0.188,NA,NA,NA,NA
"2399","Brazil","1137-FAO",2012,"Anchovies, etc. nei",51879.072,4874,0.6,1.442,"FAO","Engraulidae","Neis",35,1015162.201,5630.403,1041.672,0.065,471095.617,87896725.51,0.188,NA,NA,NA,NA
"2400","Russian Federation","11969-FAO",2012,"Anchovies, etc. nei",10175.706,956,0.6,1.442,"FAO","Engraulidae","Neis",35,199116.755,1104.363,1041.672,0.065,471095.617,17240309.72,0.188,NA,NA,NA,NA
"2401","Thailand","14953-FAO",2012,"Anchovies, etc. nei",332179.333,31208,0.6,1.442,"FAO","Engraulidae","Neis",35,6500037.334,36051.211,1041.672,0.065,471095.617,562798729.9,0.188,NA,NA,NA,NA
"2402","Thailand","14954-FAO",2012,"Anchovies, etc. nei",1187481.51,111563,0.6,1.442,"FAO","Engraulidae","Neis",35,23236467.1,128876.611,1041.672,0.065,471095.617,2011904470,0.188,NA,NA,NA,NA
"2403","Zanzibar","17685-FAO",2012,"Anchovies, etc. nei",11665.873,1096,0.6,1.442,"FAO","Engraulidae","Neis",35,228276.112,1266.09,1041.672,0.065,471095.617,19765041.27,0.188,NA,NA,NA,NA
"2404","Comoros","2260-FAO",2012,"Anchovies, etc. nei",10644.044,1000,0.6,1.442,"FAO","Engraulidae","Neis",35,208281.125,1155.191,1041.672,0.065,471095.617,18033796.78,0.188,NA,NA,NA,NA
"2405","India","5458-FAO",2012,"Anchovies, etc. nei",497992.255,46786,0.6,1.442,"FAO","Engraulidae","Neis",35,9744640.692,54046.782,1041.672,0.065,471095.617,843729216.2,0.188,NA,NA,NA,NA
"2406","India","5459-FAO",2012,"Anchovies, etc. nei",718962.614,67546,0.6,1.442,"FAO","Engraulidae","Neis",35,14068556.84,78028.554,1041.672,0.065,471095.617,1218110837,0.188,NA,NA,NA,NA
"2407","Mexico","8805-FAO",2012,"Anchovies, etc. nei",489.626,46,0.6,1.442,"FAO","Engraulidae","Neis",35,9580.932,53.139,1041.672,0.065,471095.617,829554.652,0.188,NA,NA,NA,NA
"2408","Oman","10053-FAO",2012,"Croakers, drums nei",70194.17,6863,0.513,2.378,"FAO","Sciaenidae","Neis",33,-912336.258,5629.023,1503.069,0.041,31988.715,230686219.9,0.188,NA,NA,NA,NA
"2409","Pakistan","10207-FAO",2012,"Croakers, drums nei",198370.381,19395,0.513,2.378,"FAO","Sciaenidae","Neis",33,-2578283.801,15907.752,1503.069,0.041,31988.715,651924702.7,0.188,NA,NA,NA,NA
"2410","Panama","10349-FAO",2012,"Croakers, drums nei",18563.663,1815,0.513,2.378,"FAO","Sciaenidae","Neis",33,-241277.912,1488.66,1503.069,0.041,31988.715,61007648.12,0.188,NA,NA,NA,NA
"2411","Portugal","11125-FAO",2012,"Croakers, drums nei",20.456,2,0.513,2.378,"FAO","Sciaenidae","Neis",33,-265.871,1.64,1503.069,0.041,31988.715,67226.059,0.188,NA,NA,NA,NA
"2412","Portugal","11126-FAO",2012,"Croakers, drums nei",2362.648,231,0.513,2.378,"FAO","Sciaenidae","Neis",33,-30708.098,189.466,1503.069,0.041,31988.715,7764609.761,0.188,NA,NA,NA,NA
"2413","Brazil","1184-FAO",2012,"Croakers, drums nei",3518.402,344,0.513,2.378,"FAO","Sciaenidae","Neis",33,-45729.808,282.148,1503.069,0.041,31988.715,11562882.07,0.188,NA,NA,NA,NA
"2414","Sao Tome and Principe","12681-FAO",2012,"Croakers, drums nei",664.814,65,0.513,2.378,"FAO","Sciaenidae","Neis",33,-8640.807,53.313,1503.069,0.041,31988.715,2184846.902,0.188,NA,NA,NA,NA
"2415","Senegal","12874-FAO",2012,"Croakers, drums nei",31021.261,3033,0.513,2.378,"FAO","Sciaenidae","Neis",33,-403193.337,2487.662,1503.069,0.041,31988.715,101948317.8,0.188,NA,NA,NA,NA
"2416","Singapore","13155-FAO",2012,"Croakers, drums nei",419.344,41,0.513,2.378,"FAO","Sciaenidae","Neis",33,-5450.355,33.628,1503.069,0.041,31988.715,1378134.2,0.188,NA,NA,NA,NA
"2417","Spain","13716-FAO",2012,"Croakers, drums nei",30.684,3,0.513,2.378,"FAO","Sciaenidae","Neis",33,-398.806,2.461,1503.069,0.041,31988.715,100839.088,0.188,NA,NA,NA,NA
"2418","Spain","13717-FAO",2012,"Croakers, drums nei",2536.523,248,0.513,2.378,"FAO","Sciaenidae","Neis",33,-32968.001,203.409,1503.069,0.041,31988.715,8336031.258,0.188,NA,NA,NA,NA
"2419","Spain","13718-FAO",2012,"Croakers, drums nei",542.079,53,0.513,2.378,"FAO","Sciaenidae","Neis",33,-7045.581,43.471,1503.069,0.041,31988.715,1781490.551,0.188,NA,NA,NA,NA
"2420","Spain","13720-FAO",2012,"Croakers, drums nei",398.889,39,0.513,2.378,"FAO","Sciaenidae","Neis",33,-5184.484,31.988,1503.069,0.041,31988.715,1310908.141,0.188,NA,NA,NA,NA
"2421","Taiwan Province of China","14689-FAO",2012,"Croakers, drums nei",1687.606,165,0.513,2.378,"FAO","Sciaenidae","Neis",33,-21934.356,135.333,1503.069,0.041,31988.715,5546149.829,0.188,NA,NA,NA,NA
"2422","Thailand","14988-FAO",2012,"Croakers, drums nei",32258.839,3154,0.513,2.378,"FAO","Sciaenidae","Neis",33,-419278.531,2586.906,1503.069,0.041,31988.715,106015494.3,0.188,NA,NA,NA,NA
"2423","Thailand","14989-FAO",2012,"Croakers, drums nei",134998.229,13199,0.513,2.378,"FAO","Sciaenidae","Neis",33,-1754615.514,10825.801,1503.069,0.041,31988.715,443658373.3,0.188,NA,NA,NA,NA
"2424","Cameroon","1542-FAO",2012,"Croakers, drums nei",245.47,24,0.513,2.378,"FAO","Sciaenidae","Neis",33,-3190.452,19.685,1503.069,0.041,31988.715,806712.702,0.188,NA,NA,NA,NA
"2425","Albania","16-FAO",2012,"Croakers, drums nei",81.823,8,0.513,2.378,"FAO","Sciaenidae","Neis",33,-1063.484,6.562,1503.069,0.041,31988.715,268904.234,0.188,NA,NA,NA,NA
"2426","Angola","177-FAO",2012,"Croakers, drums nei",11404.123,1115,0.513,2.378,"FAO","Sciaenidae","Neis",33,-148223.07,914.521,1503.069,0.041,31988.715,37478527.63,0.188,NA,NA,NA,NA
"2427","Chile","1808-FAO",2012,"Croakers, drums nei",910.284,89,0.513,2.378,"FAO","Sciaenidae","Neis",33,-11831.258,72.998,1503.069,0.041,31988.715,2991559.605,0.188,NA,NA,NA,NA
"2428","China","1986-FAO",2012,"Croakers, drums nei",3856649.548,377071,0.513,2.378,"FAO","Sciaenidae","Neis",33,-50126117.62,309273.102,1503.069,0.041,31988.715,12674498559,0.188,NA,NA,NA,NA
